,coma,puntos,parentesis,word_count,letras,charbyword,concre_media,cant_abstractas
5692,0,1,0,13,45,3.4615384615384617,1.9253846153846155,5
3857,0,0,0,8,39,4.875,3.04875,3
6872,0,1,0,5,17,3.4,1.8760000000000001,3
6057,0,1,0,8,26,3.25,1.90125,3
4542,0,0,0,9,47,5.222222222222222,2.111111111111111,5
7135,0,0,0,8,35,4.375,1.9975,3
2056,1,1,0,6,32,5.333333333333333,0.6833333333333332,0
2953,0,1,0,14,56,4.0,1.6307142857142856,4
2064,0,1,0,6,39,6.5,1.2616666666666665,4
1324,0,1,0,12,45,3.75,1.6691666666666667,6
6394,0,0,0,7,25,3.5714285714285716,2.132857142857143,2
1019,0,1,0,18,77,4.277777777777778,2.3783333333333334,6
3572,0,1,0,15,54,3.6,2.4666666666666663,6
1502,0,1,0,4,21,5.25,1.6775,1
3091,0,1,0,7,27,3.857142857142857,2.16,2
3390,0,1,0,7,31,4.428571428571429,1.5142857142857142,4
1895,0,1,0,8,32,4.0,2.21875,3
1325,0,1,0,10,51,5.1,1.211,4
4415,0,1,0,9,35,3.888888888888889,1.6233333333333333,2
6859,0,1,1,8,33,4.125,1.9024999999999999,2
4814,0,1,0,5,26,5.2,0.73,2
4792,0,0,0,4,21,5.25,1.2025,0
2489,0,1,0,15,67,4.466666666666667,2.3126666666666664,6
4663,1,0,0,9,41,4.555555555555555,2.037777777777778,6
3160,0,1,0,7,33,4.714285714285714,1.0314285714285716,1
1299,2,0,0,33,166,5.03030303030303,2.017272727272727,19
679,0,1,0,14,61,4.357142857142857,1.3628571428571428,8
6311,0,1,0,9,28,3.111111111111111,2.3422222222222224,5
5880,0,1,0,4,22,5.5,1.6199999999999999,1
2542,0,0,0,6,27,4.5,1.92,3
995,0,1,0,6,21,3.5,1.8966666666666665,3
4305,0,0,0,15,60,4.0,2.08,10
327,0,1,0,4,24,6.0,0.46,1
2614,0,1,0,7,32,4.571428571428571,2.357142857142857,3
867,0,1,0,10,40,4.0,1.7930000000000004,5
2941,0,0,0,8,35,4.375,2.84375,1
1284,0,1,0,18,71,3.9444444444444446,2.221111111111111,8
1772,2,1,0,25,99,3.96,1.9508,9
2252,0,1,0,5,23,4.6,1.138,2
3017,0,1,0,9,46,5.111111111111111,1.46,2
4095,1,1,0,10,36,3.6,1.0899999999999999,6
6911,0,0,0,9,35,3.888888888888889,1.4288888888888889,5
3325,0,1,0,7,22,3.142857142857143,2.0114285714285716,4
6183,0,1,0,7,32,4.571428571428571,1.78,2
6436,0,1,0,13,51,3.923076923076923,2.0338461538461536,7
2875,0,1,0,11,43,3.909090909090909,2.003636363636364,6
2979,0,1,0,2,7,3.5,0.0,0
3405,0,1,0,6,28,4.666666666666667,1.6833333333333336,2
2716,0,0,0,7,31,4.428571428571429,1.6614285714285713,2
755,0,1,0,7,26,3.7142857142857144,1.91,3
3770,0,1,0,10,31,3.1,2.4219999999999997,4
1475,0,1,0,5,20,4.0,2.346,2
3283,0,1,0,3,16,5.333333333333333,0.6533333333333333,1
6060,0,1,0,5,26,5.2,1.47,0
2343,0,1,0,6,29,4.833333333333333,1.6583333333333332,3
3627,0,1,0,4,20,5.0,0.3975,1
5777,0,1,0,5,27,5.4,2.0799999999999996,0
2369,0,1,0,8,46,5.75,1.64625,3
975,0,1,0,7,24,3.4285714285714284,1.9285714285714286,2
84,0,1,0,8,31,3.875,2.00875,3
4256,0,1,0,8,26,3.25,1.97125,4
5340,0,1,0,13,63,4.846153846153846,1.9930769230769232,9
1196,0,1,0,12,54,4.5,1.4508333333333334,4
230,0,1,0,11,43,3.909090909090909,1.823636363636364,3
4960,1,1,0,11,66,6.0,1.5818181818181818,4
4003,0,1,0,4,28,7.0,0.8400000000000001,2
2824,0,1,0,7,26,3.7142857142857144,2.3942857142857146,0
2821,0,1,0,4,15,3.75,1.8375000000000001,2
5263,0,1,0,5,20,4.0,1.6740000000000002,2
175,0,1,0,8,50,6.25,1.90125,4
1646,0,1,0,7,30,4.285714285714286,1.9285714285714284,3
3018,0,0,0,5,26,5.2,1.224,1
1639,0,0,0,4,14,3.5,2.18,0
4798,0,1,0,4,16,4.0,1.0925,1
2946,0,1,0,9,36,4.0,2.3744444444444444,3
3634,0,1,0,4,12,3.0,1.6199999999999999,1
1139,0,1,0,4,14,3.5,2.3400000000000003,1
5237,0,1,0,4,16,4.0,0.49,1
1027,0,1,0,4,8,2.0,1.8375000000000001,2
4966,0,1,0,11,48,4.363636363636363,1.8036363636363633,7
3693,0,1,0,7,37,5.285714285714286,0.9314285714285714,4
5883,0,1,0,11,42,3.8181818181818183,1.1245454545454547,4
4871,0,1,0,8,27,3.375,2.885,2
6064,0,0,0,7,37,5.285714285714286,1.5614285714285714,2
4637,0,1,0,6,23,3.8333333333333335,1.1816666666666666,1
2785,0,0,0,4,13,3.25,2.625,0
3531,0,0,0,6,25,4.166666666666667,1.9933333333333332,2
2656,0,1,0,5,23,4.6,1.8199999999999998,1
4206,0,1,0,4,12,3.0,1.8925,2
6692,0,0,0,3,16,5.333333333333333,1.9966666666666668,1
5984,0,1,0,3,19,6.333333333333333,0.53,1
5380,0,1,0,8,31,3.875,2.10125,2
3666,0,1,0,5,16,3.2,2.4560000000000004,2
3281,1,1,0,12,44,3.6666666666666665,1.0483333333333333,7
6667,0,1,0,8,39,4.875,2.025,3
3682,0,1,0,11,44,4.0,1.3754545454545455,6
2357,0,1,0,14,54,3.857142857142857,2.367857142857143,4
5851,0,0,0,14,69,4.928571428571429,2.2950000000000004,4
2886,0,0,0,6,22,3.6666666666666665,2.4483333333333337,1
5766,0,1,0,8,30,3.75,2.4212499999999997,4
6018,0,1,0,21,86,4.095238095238095,2.4271428571428575,10
5451,0,1,0,4,17,4.25,2.3275,1
4334,0,1,0,10,44,4.4,1.426,1
540,0,1,0,9,61,6.777777777777778,2.348888888888889,2
1096,0,1,0,8,37,4.625,1.39625,3
6115,0,1,0,3,7,2.3333333333333335,1.9633333333333336,1
29,2,1,0,33,138,4.181818181818182,1.8545454545454547,10
6718,0,1,0,4,9,2.25,2.2375,1
128,0,1,0,6,27,4.5,1.3650000000000002,2
5483,0,1,0,14,58,4.142857142857143,2.314285714285714,5
6686,0,1,0,3,20,6.666666666666667,0.6533333333333333,1
5112,0,1,0,5,13,2.6,1.576,2
4726,0,0,0,6,29,4.833333333333333,1.7866666666666664,2
3346,1,1,0,11,41,3.727272727272727,1.580909090909091,5
2465,0,1,0,6,31,5.166666666666667,1.5616666666666668,1
1878,1,1,0,16,57,3.5625,1.4975,8
3994,1,1,0,20,93,4.65,2.2175000000000002,9
4137,0,1,0,6,26,4.333333333333333,1.9966666666666664,2
6339,0,1,0,16,69,4.3125,1.95,5
180,0,1,0,6,20,3.3333333333333335,1.998333333333333,2
3328,0,1,0,8,37,4.625,1.9987500000000002,3
5259,0,0,0,7,36,5.142857142857143,1.7585714285714285,3
476,0,1,0,8,27,3.375,1.45,3
6613,0,1,0,3,15,5.0,0.53,1
6648,1,1,0,7,35,5.0,1.2342857142857144,1
6066,0,1,0,4,17,4.25,1.705,0
1338,0,1,0,4,19,4.75,0.49,1
289,0,0,0,4,18,4.5,3.0225,0
646,0,1,0,5,24,4.8,0.41600000000000004,1
545,0,1,0,9,40,4.444444444444445,2.235555555555555,2
3407,0,1,0,3,12,4.0,0.6533333333333333,1
1613,0,1,0,7,27,3.857142857142857,2.0814285714285714,4
4809,0,1,0,7,24,3.4285714285714284,1.6285714285714286,2
5982,0,1,0,4,14,3.5,2.63,1
5564,1,1,0,20,104,5.2,2.004,7
429,0,1,0,8,21,2.625,2.1475,5
5348,0,1,0,8,32,4.0,1.5625,3
2140,2,1,0,12,44,3.6666666666666665,1.5133333333333336,5
6407,0,1,0,5,29,5.8,0.8380000000000001,1
4648,0,1,0,6,37,6.166666666666667,0.79,3
6899,0,0,0,5,11,2.2,2.9859999999999998,2
4195,1,0,0,5,33,6.6,0.0,0
6005,0,1,0,7,25,3.5714285714285716,1.947142857142857,3
1152,0,1,0,4,17,4.25,2.23,1
4327,0,1,0,8,39,4.875,1.345,1
1872,1,1,0,19,97,5.105263157894737,1.7110526315789472,9
415,0,1,0,3,15,5.0,1.5166666666666666,0
403,0,1,0,3,17,5.666666666666667,0.0,0
800,0,1,0,15,61,4.066666666666666,1.5213333333333334,8
3232,2,1,0,18,68,3.7777777777777777,1.5822222222222222,4
6084,0,1,0,5,12,2.4,1.1780000000000002,1
2694,0,1,0,7,30,4.285714285714286,1.9114285714285715,3
5151,0,0,0,8,36,4.5,2.41375,6
5242,0,1,0,6,20,3.3333333333333335,1.3366666666666667,3
2854,0,1,0,7,36,5.142857142857143,1.6314285714285715,2
4689,0,1,0,5,20,4.0,2.368,2
3566,0,1,0,19,84,4.421052631578948,1.9857894736842103,11
6792,1,2,0,24,103,4.291666666666667,1.8279166666666669,10
2049,0,1,0,4,17,4.25,1.9325,2
3072,0,1,0,14,57,4.071428571428571,2.3392857142857144,6
3193,0,1,0,12,41,3.4166666666666665,2.245,5
3639,0,1,0,5,23,4.6,1.52,2
6682,0,1,0,7,31,4.428571428571429,1.4928571428571427,4
1600,0,1,0,12,58,4.833333333333333,2.0833333333333335,7
4589,0,1,0,11,48,4.363636363636363,1.6990909090909092,3
1116,0,0,0,5,26,5.2,1.656,2
5363,0,1,0,11,50,4.545454545454546,1.9754545454545456,5
4169,0,1,0,8,37,4.625,1.6737499999999998,4
292,0,1,0,4,14,3.5,2.625,0
5911,0,1,0,12,42,3.5,1.8699999999999999,7
3586,0,1,0,5,18,3.6,2.362,2
6883,0,1,0,3,16,5.333333333333333,0.6533333333333333,1
1774,0,1,0,4,17,4.25,0.9450000000000001,2
4545,0,0,0,7,29,4.142857142857143,1.9000000000000001,3
585,0,1,0,4,10,2.5,1.8375000000000001,2
1104,0,1,0,6,31,5.166666666666667,1.23,2
5004,0,1,0,5,23,4.6,1.466,2
302,0,1,0,5,24,4.8,2.084,3
98,0,0,0,5,23,4.6,1.222,1
7042,0,0,0,9,35,3.888888888888889,1.7911111111111109,2
2081,0,1,0,7,30,4.285714285714286,1.5485714285714285,4
3032,0,1,0,8,28,3.5,2.285,1
4057,0,1,0,4,21,5.25,2.1375,0
5236,0,1,0,7,39,5.571428571428571,1.167142857142857,2
5495,0,1,0,5,26,5.2,0.852,1
5598,0,1,0,8,41,5.125,2.12875,3
6242,0,1,0,12,50,4.166666666666667,1.3166666666666667,6
2595,0,1,0,14,57,4.071428571428571,1.624285714285714,4
4468,0,1,0,12,51,4.25,1.9433333333333334,5
1131,0,0,0,8,32,4.0,2.145,2
1605,0,1,0,10,41,4.1,2.1340000000000003,4
2062,0,1,0,11,43,3.909090909090909,2.780909090909091,3
2242,0,1,0,3,17,5.666666666666667,0.6533333333333333,1
1924,0,1,0,5,28,5.6,1.106,1
4581,0,1,0,4,12,3.0,1.6125,1
2743,0,1,0,4,11,2.75,1.8375000000000001,2
6988,0,1,0,3,11,3.6666666666666665,0.53,1
1429,0,1,0,5,23,4.6,1.266,1
3446,0,1,0,6,25,4.166666666666667,1.5,3
217,0,1,0,6,27,4.5,1.4649999999999999,3
6716,0,1,0,7,27,3.857142857142857,2.525714285714286,1
3154,0,1,0,5,23,4.6,1.8780000000000001,3
5304,0,1,0,7,44,6.285714285714286,0.9257142857142858,2
6902,0,1,0,10,59,5.9,1.486,3
1406,0,1,0,7,36,5.142857142857143,1.3242857142857143,2
6912,1,0,0,9,44,4.888888888888889,2.5977777777777775,2
5403,0,1,0,11,55,5.0,1.508181818181818,7
962,0,0,0,5,18,3.6,2.2220000000000004,4
6408,0,1,0,18,68,3.7777777777777777,2.1394444444444445,9
2552,0,1,0,7,24,3.4285714285714284,2.367142857142857,3
2833,0,1,0,7,38,5.428571428571429,1.5314285714285714,1
3331,0,1,0,8,55,6.875,0.88375,4
2536,0,0,0,9,44,4.888888888888889,1.5844444444444443,4
4112,0,0,0,9,35,3.888888888888889,1.4966666666666666,2
2584,0,1,0,7,30,4.285714285714286,1.6785714285714286,2
1301,0,0,0,8,41,5.125,1.2774999999999999,2
1186,0,0,0,5,14,2.8,2.966,2
1757,0,0,0,5,13,2.6,1.7220000000000002,1
4563,0,1,0,3,16,5.333333333333333,0.53,1
3877,0,1,0,17,73,4.294117647058823,1.9629411764705882,9
4297,1,1,0,11,36,3.272727272727273,1.7863636363636366,5
6027,1,0,0,11,46,4.181818181818182,1.8245454545454545,5
5218,0,1,0,4,18,4.5,2.5375,1
5898,0,1,0,3,22,7.333333333333333,0.0,0
2225,0,0,0,11,52,4.7272727272727275,1.7700000000000002,4
5599,0,1,0,22,76,3.4545454545454546,2.21,11
3702,0,1,0,17,61,3.588235294117647,2.1988235294117646,8
3944,0,1,0,7,30,4.285714285714286,2.431428571428572,3
470,0,1,0,4,19,4.75,3.3000000000000003,0
133,0,1,0,6,25,4.166666666666667,1.7233333333333334,2
6471,0,0,0,5,20,4.0,2.166,1
5282,1,1,0,12,80,6.666666666666667,1.3908333333333334,7
6181,1,0,0,12,56,4.666666666666667,1.3466666666666667,3
3958,0,0,0,16,56,3.5,1.9618749999999998,4
5253,0,1,0,4,11,2.75,1.9925000000000002,2
5427,0,1,0,16,50,3.125,2.1362499999999995,5
5406,0,0,0,3,12,4.0,1.2866666666666666,0
1240,0,1,0,8,36,4.5,3.4225000000000003,1
2421,0,1,0,5,21,4.2,1.7559999999999998,1
5755,0,1,0,5,23,4.6,2.748,0
1455,0,1,0,6,36,6.0,1.415,3
7097,0,1,0,3,8,2.6666666666666665,1.9633333333333336,1
5076,0,1,0,6,22,3.6666666666666665,1.6199999999999999,2
6558,0,1,0,4,19,4.75,1.5275,1
4936,0,1,0,7,34,4.857142857142857,1.3085714285714285,2
5429,0,1,0,4,19,4.75,2.625,0
2011,0,1,0,9,26,2.888888888888889,2.691111111111111,3
5571,0,1,0,6,22,3.6666666666666665,1.9216666666666669,2
3094,0,1,0,6,29,4.833333333333333,0.8233333333333333,3
1674,0,0,0,5,19,3.8,1.636,3
1165,0,0,0,3,11,3.6666666666666665,1.8266666666666669,1
197,0,1,0,7,31,4.428571428571429,1.6300000000000001,2
6773,0,1,0,7,30,4.285714285714286,1.3542857142857143,1
6996,0,0,0,5,23,4.6,1.2440000000000002,1
3208,0,1,0,6,21,3.5,2.48,3
1595,0,1,0,10,36,3.6,1.9969999999999999,3
1670,0,1,0,16,64,4.0,2.3025,6
4698,0,0,0,5,24,4.8,2.56,0
4736,0,1,0,4,29,7.25,0.825,2
655,0,1,0,9,41,4.555555555555555,1.7811111111111113,3
1819,0,1,0,3,19,6.333333333333333,0.53,1
5446,0,1,0,5,23,4.6,2.884,1
1464,0,1,0,10,37,3.7,2.015,4
5248,0,0,0,5,21,4.2,1.598,1
3033,0,1,0,19,69,3.6315789473684212,2.116842105263158,5
3056,0,1,0,8,45,5.625,1.785,3
5132,1,1,0,16,66,4.125,1.84125,6
6144,0,0,0,4,11,2.75,3.3550000000000004,1
2356,0,1,0,9,29,3.2222222222222223,2.3433333333333333,3
2662,1,1,0,16,60,3.75,2.0237499999999997,7
612,0,1,0,4,18,4.5,2.0475000000000003,2
2433,0,1,0,5,15,3.0,2.3920000000000003,1
1014,0,1,0,12,50,4.166666666666667,2.0833333333333335,6
389,0,1,0,5,21,4.2,1.562,2
4645,0,1,0,4,21,5.25,0.49,1
6973,0,1,0,9,36,4.0,1.322222222222222,5
1691,0,1,0,6,26,4.333333333333333,2.4766666666666666,2
2866,0,1,0,7,32,4.571428571428571,1.1657142857142857,3
2600,1,1,0,9,46,5.111111111111111,1.6855555555555557,3
2550,0,1,0,6,30,5.0,1.155,4
1938,0,1,0,11,48,4.363636363636363,1.491818181818182,3
1852,0,1,0,12,44,3.6666666666666665,2.174166666666667,5
4696,1,1,0,11,59,5.363636363636363,1.9590909090909092,1
926,0,1,0,4,18,4.5,1.3175000000000001,1
4124,0,1,0,7,23,3.2857142857142856,1.9971428571428576,4
1173,0,1,0,10,35,3.5,2.475,4
3480,0,1,0,4,18,4.5,0.3975,1
2513,0,1,0,4,15,3.75,1.8925,2
409,0,1,0,9,43,4.777777777777778,1.4622222222222223,4
1733,0,1,0,8,45,5.625,1.4300000000000002,4
6267,0,1,0,4,9,2.25,1.5275,1
6466,0,1,0,9,37,4.111111111111111,1.4244444444444442,5
2779,0,1,0,9,39,4.333333333333333,1.0166666666666666,2
5379,0,1,0,5,13,2.6,2.3920000000000003,1
4941,0,1,0,21,76,3.619047619047619,1.9285714285714286,8
4955,0,1,0,3,21,7.0,0.6533333333333333,1
4929,0,1,0,10,40,4.0,1.782,5
1987,0,1,0,3,11,3.6666666666666665,0.9866666666666667,0
5927,0,1,0,4,11,2.75,2.52,1
6548,0,1,0,8,41,5.125,1.9224999999999999,3
488,0,1,0,8,28,3.5,1.81,2
4615,0,1,0,7,32,4.571428571428571,1.487142857142857,2
5749,0,1,0,6,25,4.166666666666667,0.9266666666666667,3
2413,1,1,0,12,64,5.333333333333333,1.6624999999999999,4
4662,0,1,0,6,24,4.0,0.8366666666666666,3
3167,0,1,0,8,35,4.375,2.30875,1
4326,0,1,0,11,59,5.363636363636363,1.4154545454545455,5
2312,0,1,0,7,18,2.5714285714285716,2.778571428571429,2
5480,0,0,0,11,42,3.8181818181818183,2.130909090909091,5
1586,1,1,0,15,61,4.066666666666666,1.7473333333333338,7
2124,0,1,0,3,19,6.333333333333333,0.0,0
3248,0,0,0,7,33,4.714285714285714,1.804285714285714,3
7078,0,1,0,5,22,4.4,1.7120000000000002,2
2812,0,0,0,4,11,2.75,2.625,0
3263,1,1,0,11,48,4.363636363636363,2.112727272727273,5
826,0,1,0,13,57,4.384615384615385,2.5461538461538464,5
1198,0,0,0,6,25,4.166666666666667,0.2383333333333333,1
4742,0,0,0,4,16,4.0,1.4025,1
5074,0,1,0,19,71,3.736842105263158,2.5026315789473683,8
1047,1,1,0,15,65,4.333333333333333,1.6566666666666665,8
4444,0,1,0,5,22,4.4,0.9179999999999999,1
6427,0,0,0,5,25,5.0,2.088,3
4685,0,1,0,5,14,2.8,1.798,3
2074,0,1,0,11,40,3.6363636363636362,1.7981818181818183,5
1648,1,1,0,10,45,4.5,1.184,4
1271,0,1,0,10,39,3.9,2.693,3
1753,0,1,0,9,36,4.0,2.4955555555555557,3
5585,0,0,0,9,42,4.666666666666667,0.9644444444444444,3
1177,0,1,0,15,72,4.8,1.992,6
3104,0,0,0,6,24,4.0,1.585,5
3429,0,1,0,14,57,4.071428571428571,2.1585714285714284,10
6219,5,1,0,29,112,3.8620689655172415,1.9406896551724138,8
5627,0,0,0,8,49,6.125,1.5525,2
2730,0,1,0,5,24,4.8,0.628,0
4946,0,1,0,15,72,4.8,1.4799999999999998,10
2004,0,1,0,12,64,5.333333333333333,1.941666666666667,6
6251,0,1,0,5,24,4.8,2.028,0
3965,0,1,0,4,16,4.0,1.3875000000000002,1
2917,0,1,0,4,9,2.25,1.8375000000000001,2
724,0,1,0,11,53,4.818181818181818,1.7618181818181817,5
2154,0,1,0,13,54,4.153846153846154,2.220769230769231,3
1446,0,1,0,3,13,4.333333333333333,1.4800000000000002,0
6592,0,1,0,4,17,4.25,1.5550000000000002,1
4296,0,1,0,6,37,6.166666666666667,0.8716666666666666,3
55,0,1,0,11,57,5.181818181818182,1.479090909090909,9
7102,1,1,0,20,74,3.7,1.759,10
2804,0,1,0,3,14,4.666666666666667,0.53,1
6213,0,0,0,3,11,3.6666666666666665,1.8366666666666667,1
1804,0,1,0,7,36,5.142857142857143,1.3085714285714285,3
1810,0,1,0,6,23,3.8333333333333335,1.7833333333333332,1
90,0,0,0,4,11,2.75,2.3375,1
7088,0,1,0,5,17,3.4,2.266,2
2109,0,0,0,11,47,4.2727272727272725,1.718181818181818,9
3990,0,0,0,8,34,4.25,2.5,4
3709,0,1,0,5,24,4.8,2.1340000000000003,1
3165,0,1,0,11,51,4.636363636363637,1.56,3
561,0,0,0,6,30,5.0,2.1083333333333334,2
5328,0,1,0,6,41,6.833333333333333,0.8516666666666666,3
5330,0,1,0,8,29,3.625,2.0749999999999997,3
1742,0,1,0,9,46,5.111111111111111,1.2777777777777777,2
3240,0,1,0,5,22,4.4,1.432,2
6504,0,1,0,5,24,4.8,1.122,1
1933,0,0,0,5,20,4.0,2.234,0
2495,0,0,0,7,28,4.0,1.327142857142857,3
352,0,1,0,6,34,5.666666666666667,1.5,3
2563,1,1,0,20,81,4.05,1.7850000000000001,9
2999,0,1,0,7,30,4.285714285714286,1.5828571428571432,2
3779,2,1,0,14,64,4.571428571428571,1.2792857142857144,6
321,0,1,0,4,16,4.0,1.925,2
4480,1,1,0,12,42,3.5,2.4516666666666667,5
40,0,1,0,4,16,4.0,1.455,1
5630,0,1,0,4,15,3.75,1.5275,1
3460,0,0,0,8,43,5.375,1.96625,5
5333,0,1,0,6,23,3.8333333333333335,1.8650000000000002,4
513,0,1,0,4,27,6.75,1.18,1
3266,0,0,0,4,19,4.75,3.9350000000000005,0
5789,0,1,0,7,29,4.142857142857143,1.032857142857143,4
2529,0,1,0,9,45,5.0,0.71,2
5918,0,0,0,22,79,3.590909090909091,2.1686363636363635,11
5488,0,0,0,13,49,3.769230769230769,1.7423076923076926,9
3215,0,1,0,8,37,4.625,1.9175,2
2394,0,1,0,12,53,4.416666666666667,1.765,6
3426,0,1,0,7,19,2.7142857142857144,1.8385714285714285,3
5879,1,1,0,12,55,4.583333333333333,1.9833333333333334,6
3376,0,1,0,8,33,4.125,1.5612499999999998,2
4530,0,1,0,3,9,3.0,1.9633333333333336,1
6369,0,1,0,6,29,4.833333333333333,0.9349999999999999,2
4402,0,1,0,9,50,5.555555555555555,0.8922222222222221,2
484,0,1,0,4,20,5.0,2.4325,1
7013,0,1,0,11,56,5.090909090909091,2.3972727272727274,3
443,0,1,0,7,27,3.857142857142857,2.2471428571428573,2
1088,0,0,0,3,12,4.0,1.3099999999999998,2
5859,0,1,0,9,45,5.0,1.8833333333333337,4
3763,0,1,0,9,52,5.777777777777778,1.6622222222222223,4
3481,0,1,0,5,25,5.0,2.188,1
2050,0,1,0,6,20,3.3333333333333335,2.4716666666666667,2
3141,0,0,0,7,29,4.142857142857143,1.7385714285714289,2
4093,0,1,0,5,19,3.8,2.0260000000000002,2
5179,0,1,0,9,44,4.888888888888889,1.4566666666666666,5
1384,0,1,0,8,23,2.875,2.48875,3
6848,0,1,0,11,73,6.636363636363637,2.07,5
3669,0,1,0,8,43,5.375,1.8112499999999998,2
1885,0,1,0,10,45,4.5,1.672,3
3430,0,1,0,17,69,4.0588235294117645,1.9864705882352942,8
1129,0,1,0,7,35,5.0,1.2985714285714285,1
1015,0,1,0,3,13,4.333333333333333,2.0,1
6787,0,1,0,4,19,4.75,0.75,0
199,0,1,0,7,30,4.285714285714286,2.3385714285714285,1
593,0,1,0,4,19,4.75,0.9175,2
6102,0,1,0,6,16,2.6666666666666665,2.31,3
5207,0,0,0,3,13,4.333333333333333,1.9633333333333336,1
1584,0,1,0,9,27,3.0,2.3666666666666667,1
6559,0,2,1,16,64,4.0,1.96375,6
4686,0,0,0,3,14,4.666666666666667,2.37,1
1889,0,1,0,12,46,3.8333333333333335,1.835,7
757,0,1,0,8,30,3.75,2.4275,3
1826,0,1,0,10,35,3.5,1.8990000000000002,6
6318,0,0,0,6,25,4.166666666666667,2.7100000000000004,4
1436,0,1,0,5,25,5.0,0.836,0
6946,0,1,0,9,35,3.888888888888889,2.3966666666666665,5
4105,0,0,0,17,66,3.8823529411764706,2.139411764705882,8
1344,0,1,0,5,16,3.2,2.186,2
2505,0,1,0,7,30,4.285714285714286,2.415714285714286,2
3370,0,1,0,5,23,4.6,0.61,2
411,0,1,0,9,37,4.111111111111111,1.9377777777777776,4
2332,0,0,0,5,19,3.8,2.368,1
1941,0,1,0,7,35,5.0,1.51,4
5803,0,1,0,4,11,2.75,2.14,2
3395,0,1,0,9,44,4.888888888888889,2.1733333333333333,4
6400,0,0,0,19,85,4.473684210526316,1.4857894736842108,10
4867,1,1,0,30,135,4.5,1.89,16
5977,0,3,0,17,83,4.882352941176471,1.753529411764706,6
3235,0,0,0,5,11,2.2,1.5879999999999999,2
1565,0,1,0,5,20,4.0,0.9719999999999999,3
1249,0,1,0,5,21,4.2,1.45,2
2364,0,1,0,8,33,4.125,1.6625,2
1830,0,1,0,5,19,3.8,2.126,1
4259,1,1,0,19,99,5.2105263157894735,1.5636842105263156,9
543,0,1,0,5,21,4.2,2.1700000000000004,2
367,0,1,0,3,14,4.666666666666667,0.6533333333333333,1
2715,0,1,0,7,31,4.428571428571429,1.0042857142857142,4
6737,0,1,0,4,18,4.5,0.825,2
1274,0,1,0,7,30,4.285714285714286,1.9385714285714286,2
4221,0,1,0,5,22,4.4,1.6179999999999999,2
1635,0,1,0,4,13,3.25,0.7625,2
1009,0,1,0,6,26,4.333333333333333,1.2466666666666666,2
6625,0,1,0,5,18,3.6,2.476,2
3920,0,1,0,3,13,4.333333333333333,2.0733333333333337,1
6360,0,0,0,2,10,5.0,1.445,0
4428,0,1,0,6,19,3.1666666666666665,1.155,4
6029,0,1,0,6,19,3.1666666666666665,1.6283333333333332,1
5309,0,1,0,5,13,2.6,1.1780000000000002,1
7111,0,1,0,5,17,3.4,1.884,3
697,0,1,0,4,16,4.0,2.5725,1
2829,0,1,0,8,23,2.875,2.1662500000000002,4
6763,0,1,0,8,34,4.25,1.9475000000000002,2
2819,0,1,0,21,89,4.238095238095238,2.41,9
5821,0,0,0,5,33,6.6,1.6960000000000002,0
1178,0,1,0,4,10,2.5,1.47,1
163,0,1,0,5,19,3.8,1.058,1
1573,0,1,0,2,10,5.0,0.0,0
210,0,1,0,6,25,4.166666666666667,1.575,3
1950,0,1,0,11,53,4.818181818181818,1.2863636363636364,4
4322,0,1,0,8,42,5.25,2.45,1
843,0,1,0,5,25,5.0,2.624,0
2971,0,1,0,15,78,5.2,1.588,6
2185,0,1,0,6,24,4.0,2.2616666666666667,2
5695,0,0,0,17,89,5.235294117647059,1.903529411764706,9
921,0,1,0,6,24,4.0,2.21,3
619,0,1,0,7,26,3.7142857142857144,2.107142857142857,2
6643,0,1,0,6,31,5.166666666666667,1.3966666666666667,1
3291,0,0,0,5,25,5.0,1.8579999999999999,3
2802,1,1,0,13,59,4.538461538461538,2.1361538461538463,5
3394,0,1,0,12,52,4.333333333333333,2.1475000000000004,4
617,1,1,0,13,49,3.769230769230769,1.4692307692307693,5
6675,0,1,0,7,33,4.714285714285714,1.4785714285714284,4
3187,0,1,0,6,35,5.833333333333333,1.5133333333333334,2
6380,0,1,0,17,67,3.9411764705882355,1.8858823529411766,6
6025,0,1,0,19,86,4.526315789473684,2.1126315789473686,8
6817,0,0,0,4,16,4.0,2.115,1
4258,0,1,0,9,36,4.0,2.342222222222222,4
769,0,1,0,8,29,3.625,2.57,3
422,0,0,0,6,30,5.0,1.1233333333333333,2
6236,0,1,0,4,16,4.0,0.49,1
3660,0,1,0,9,40,4.444444444444445,2.2666666666666666,3
7145,0,1,0,4,19,4.75,1.4975,1
4355,0,1,0,5,23,4.6,1.718,1
1123,0,1,0,12,42,3.5,1.4325,6
4204,0,0,0,16,65,4.0625,2.165625,6
1143,0,1,0,6,27,4.5,2.725,1
108,0,1,0,5,24,4.8,1.018,1
1144,0,1,0,7,33,4.714285714285714,1.6485714285714288,2
2870,0,1,0,7,28,4.0,1.9571428571428573,3
6497,1,1,0,9,47,5.222222222222222,2.291111111111111,2
5956,0,0,0,5,17,3.4,3.0340000000000003,2
5182,0,1,0,10,44,4.4,1.393,2
5342,0,1,0,9,43,4.777777777777778,1.712222222222222,5
750,0,1,0,13,49,3.769230769230769,2.1146153846153846,6
6368,0,0,0,4,11,2.75,2.6825,1
5525,0,1,0,8,40,5.0,1.5462500000000001,3
