,aro,auto_i,auto_me,auto_mine,auto_my,auto_mys,dom,val,pos,neg
3324,4.05,1,0,0,0,0,4.925,5.34,0,1
6616,3.43,1,0,0,0,0,5.5,6.18,0,0
136,3.5133333333333336,1,0,0,0,0,5.413333333333334,6.213333333333334,0,0
6515,6.26,1,0,0,0,0,4.47,1.96,0,1
690,3.533333333333333,1,0,0,0,0,5.79,6.080000000000001,0,0
5057,3.43,1,0,0,0,0,5.5,6.18,0,0
7016,3.7800000000000002,1,0,0,0,0,5.82,6.385,0,0
4235,3.19,0,0,0,0,0,5.6866666666666665,6.306666666666666,0,0
6127,3.6625,1,0,0,0,0,5.5925,5.26875,0,0
4925,3.925,1,0,0,0,1,4.39,4.57,0,0
1390,,1,0,0,0,0,,,0,0
4762,4.391666666666667,0,0,0,0,0,6.146666666666667,6.436666666666667,0,0
2432,3.335,0,0,0,0,0,5.640000000000001,6.5,0,0
2325,3.29,0,0,0,0,0,4.25,6.58,0,0
1778,3.43,0,0,0,0,0,5.5,6.18,0,0
1671,3.31,0,0,0,0,0,5.734999999999999,5.93,0,0
1217,3.7866666666666666,0,0,0,0,0,5.203333333333333,5.096666666666667,0,0
2176,3.67,0,0,0,1,0,6.1499999999999995,6.873333333333332,1,0
2198,3.285,0,0,0,0,0,5.675,5.734999999999999,0,0
1430,3.8,0,0,0,0,0,5.305,6.775,0,0
4880,3.75,0,0,0,0,0,5.57,6.234999999999999,0,0
6479,3.55,0,0,0,0,0,5.9,5.88,0,0
2918,3.7699999999999996,0,0,0,0,0,5.4959999999999996,5.1899999999999995,0,1
273,4.263333333333334,1,0,0,0,0,6.04,7.446666666666666,2,0
6291,,1,0,0,0,0,,,0,0
323,4.276,0,0,0,0,0,6.0,5.996,0,0
4926,3.9,1,0,0,0,0,6.026666666666667,5.183333333333334,0,1
5933,3.7649999999999997,1,0,0,0,0,5.95,5.91,0,0
3468,3.9841176470588238,0,0,0,0,0,5.895882352941176,6.04235294117647,3,0
2915,4.53,0,0,0,1,0,5.486666666666667,6.2700000000000005,1,0
3051,3.1,1,0,0,0,0,5.734999999999999,5.43,0,0
262,4.615,0,0,0,0,0,6.34,6.9375,1,0
3808,4.36125,0,0,0,0,0,4.99125,5.2025,0,1
3622,4.715,0,0,0,0,0,5.01,4.879999999999999,0,1
4377,3.43,0,0,0,0,0,5.5,6.18,0,0
1912,4.105,0,0,0,0,0,5.1000000000000005,6.52,0,0
2956,3.746,0,0,0,0,0,5.206,5.845999999999999,0,1
5815,3.665,1,0,0,0,0,4.64,6.755,0,0
5391,4.065,0,0,0,0,0,4.8,4.715,0,0
1409,4.763333333333334,0,0,0,0,0,5.739999999999999,7.21,0,0
3262,3.9584615384615387,0,0,0,0,0,5.260769230769231,5.0976923076923075,0,1
3578,3.186666666666666,1,0,0,0,0,5.54,6.63,0,0
5015,3.748333333333333,0,0,0,0,0,5.676666666666667,6.153333333333333,0,0
3866,4.006666666666667,0,0,0,0,0,4.683333333333334,4.420000000000001,0,0
791,4.329999999999999,0,0,0,0,0,5.693333333333334,6.123333333333334,0,0
2676,3.13,0,0,0,0,0,6.41,7.05,0,0
4613,4.02,0,0,0,0,0,5.525,6.4975,0,0
5822,4.19,2,0,0,0,0,5.67,6.5,0,0
6193,4.495,0,0,0,0,0,5.25,6.04,0,0
625,3.43,1,0,0,0,0,5.5,6.18,0,0
688,3.59,1,0,0,0,0,6.0649999999999995,6.875,1,0
2385,4.3566666666666665,0,0,0,0,0,4.476666666666667,5.123333333333332,0,0
3037,3.848,0,0,0,0,0,5.572,5.474,0,1
5779,3.8950000000000005,0,0,0,0,0,6.059,6.112,0,0
2709,4.536666666666666,1,0,0,0,0,6.47,7.286666666666666,1,0
3796,3.45,1,0,0,0,0,5.585,5.645,0,0
929,3.33,1,0,0,0,0,5.72,6.36,0,0
2757,3.4466666666666668,0,0,0,0,0,5.623333333333332,5.766666666666666,0,0
599,3.729999999999999,0,0,0,0,0,5.535,5.2316666666666665,0,0
3629,3.0949999999999998,1,0,0,0,0,5.64,5.975,0,0
592,4.765,0,0,0,0,0,4.35,4.54,0,0
2877,3.785,0,0,0,1,0,5.25,6.455,0,0
489,4.616666666666667,0,0,0,0,0,5.239999999999999,6.333333333333333,0,0
4763,3.8099999999999996,1,0,0,0,0,5.359999999999999,5.745,0,0
36,3.425,1,0,0,0,0,5.385,6.08,0,0
1079,,1,0,0,0,0,,,0,0
3985,3.503333333333334,0,0,0,0,0,5.316666666666666,5.486666666666667,0,0
3618,3.9066666666666667,0,0,0,1,0,5.47,6.176666666666667,0,0
3242,4.005,1,0,0,0,0,5.225,4.75,0,0
5639,4.0,1,0,0,0,0,5.59,6.02,0,0
922,3.533333333333333,0,0,0,0,0,6.03,6.03,0,0
656,3.7433333333333336,0,0,0,0,0,5.656666666666666,6.260000000000001,0,0
1070,3.49,0,0,0,0,0,5.63,6.103333333333333,0,1
3479,4.0200000000000005,0,0,0,0,0,5.86,6.234999999999999,0,0
4425,4.86,0,0,0,0,0,5.33,6.32,0,0
5921,3.1,1,0,0,1,0,5.734999999999999,5.43,0,0
2834,3.5766666666666667,0,0,0,0,0,5.873333333333334,6.516666666666667,0,0
2246,3.68,0,0,0,0,0,5.9675,6.67,0,0
4125,4.433333333333334,0,0,0,0,0,5.55,5.866666666666666,0,0
565,3.43,1,0,0,0,0,5.5,6.18,0,0
866,4.115,1,0,0,1,0,5.91,6.255,1,0
5997,3.9250000000000003,0,0,0,1,0,5.711666666666666,6.305,0,0
3195,4.18875,0,0,0,0,0,5.623749999999999,6.26875,0,0
6357,3.52,1,0,0,0,0,5.72,5.86,0,0
533,3.285,0,0,0,0,0,5.675,5.734999999999999,0,0
5351,,1,0,0,1,0,,,0,0
1998,3.43,1,0,0,0,0,5.5,6.18,0,0
5274,4.493333333333333,1,0,0,1,0,4.61,4.156666666666666,0,1
7020,3.723333333333333,1,0,0,1,0,5.756666666666668,5.7749999999999995,0,0
3696,3.7750000000000004,0,0,0,0,0,5.84,6.415,0,0
3859,3.338,0,0,0,0,0,5.522,6.016,0,0
1187,3.8099999999999996,1,0,0,0,0,5.359999999999999,5.745,0,0
5522,3.79,0,0,0,0,0,5.609999999999999,5.708,0,1
4406,3.5742857142857143,1,0,0,0,0,5.591428571428572,5.478571428571428,0,1
1357,3.7350000000000003,0,0,0,0,0,5.04,4.395,0,1
4292,3.5250000000000004,1,0,0,1,0,5.404999999999999,5.365,1,0
1870,3.6760000000000006,0,0,0,0,0,5.822,6.112,0,0
1333,3.6683333333333343,0,0,0,0,0,5.41,5.966666666666666,0,0
5575,3.4185714285714286,0,0,0,0,0,5.891428571428571,6.228571428571429,1,0
2475,3.785,1,0,0,0,0,6.075,6.84,1,0
16,4.365,0,0,0,0,0,5.6725,6.33,2,0
4374,3.8600000000000003,0,0,0,0,0,6.037999999999999,6.298,1,0
481,3.43,0,0,0,0,0,5.5,6.18,0,0
6929,6.35,1,0,0,1,0,7.32,6.5,0,0
173,4.77,0,0,0,0,0,3.415,2.705,0,0
2195,3.67,0,0,0,0,0,5.3575,5.6675,0,0
6602,3.5420000000000003,0,0,0,0,0,5.394,5.74,0,1
3225,2.6,1,0,0,0,0,5.5,6.28,0,0
2607,3.43,0,0,0,0,0,5.5,6.18,0,0
7023,3.7940000000000005,0,0,0,0,0,4.93,5.554,0,0
6284,3.7275,1,0,0,0,0,5.1674999999999995,5.3425,0,0
4572,4.0825,0,0,0,0,0,4.989999999999999,4.7975,0,2
4418,3.43,1,0,0,0,0,5.5,6.18,0,0
1731,4.225,0,0,0,0,0,5.105,5.15,0,0
5802,4.87,1,0,0,0,0,6.59,7.55,1,0
4659,4.71,1,0,0,0,0,6.5,7.95,0,0
668,3.88,0,0,0,0,0,6.324,6.204,0,0
451,3.7649999999999997,0,0,0,0,0,5.25,5.904999999999999,0,0
6938,2.87,0,0,0,0,0,6.33,6.79,0,0
3290,3.6775,1,0,0,0,0,5.71,5.8175,1,0
354,3.85,0,0,0,1,0,6.035,6.265,1,0
3233,3.5949999999999998,1,0,0,0,0,6.035,5.635,0,0
139,3.5788888888888883,0,0,0,0,0,5.364444444444445,5.4255555555555555,0,0
773,4.390000000000001,1,0,0,0,0,6.77,7.27,1,0
1189,3.31,0,0,0,0,0,5.734999999999999,5.93,0,0
1820,3.5725,2,0,0,0,0,6.21,6.865,0,0
718,4.07,0,0,0,0,0,4.9399999999999995,5.705,0,0
6487,3.43,1,0,0,0,0,5.5,6.18,0,0
2210,4.275,1,0,0,0,0,4.105,4.215,0,1
318,3.9825,1,0,0,0,0,5.97625,6.538749999999999,0,0
2916,4.180000000000001,1,0,0,1,0,5.583333333333333,6.8566666666666665,1,0
2425,4.0225,0,0,0,0,0,5.51,6.445,0,0
1976,4.113333333333333,0,0,0,0,0,5.993333333333333,6.71,1,0
1225,4.546666666666667,1,0,0,0,0,5.666666666666667,6.419999999999999,1,0
157,4.01,0,0,0,0,0,5.026666666666666,5.71,0,0
2655,3.5033333333333334,0,0,0,0,0,5.126666666666666,5.866666666666667,0,0
4606,3.66,0,0,0,0,0,5.375,5.907500000000001,0,0
6165,3.1233333333333335,0,0,0,0,0,6.293333333333333,6.419999999999999,0,0
203,3.43,0,0,0,0,0,5.5,6.18,0,0
2535,3.943333333333334,0,0,0,0,0,6.178333333333334,6.501666666666668,1,0
3490,4.054,0,0,0,0,0,5.38,5.462000000000001,1,0
4775,4.75,1,0,0,0,0,6.02,7.885,2,0
6635,4.4,1,0,0,0,0,6.28,7.44,1,0
2890,4.0,1,0,0,0,0,5.41,4.74,0,1
5063,3.8259999999999996,0,0,0,0,0,5.7940000000000005,6.247999999999999,0,0
2302,3.43,0,0,0,0,0,5.5,6.18,0,0
623,4.38,0,0,0,1,0,5.72,7.41,1,0
3008,4.0,1,0,0,0,0,6.18,5.48,0,0
295,3.8699999999999997,0,0,0,0,0,5.6933333333333325,6.278333333333333,0,0
2980,3.96,0,0,0,0,0,5.2725,5.0125,0,0
859,3.43,1,0,0,0,0,5.5,6.18,0,0
7033,4.115,1,0,0,0,0,6.125,6.525,1,0
1589,4.133333333333334,0,0,0,1,0,5.71,6.04,0,0
986,4.0912500000000005,0,0,0,0,0,6.1225000000000005,5.615,0,2
6740,4.483333333333333,1,0,0,1,0,5.699999999999999,5.0,0,1
917,4.685,0,0,0,0,0,6.3100000000000005,6.86,2,0
4313,3.936666666666667,0,0,0,0,0,5.91,6.406666666666666,0,0
2888,4.24,0,0,0,0,0,5.76,6.869999999999999,1,0
5559,3.665,0,0,0,0,0,5.99,6.14,0,0
5516,3.783333333333333,2,0,0,1,0,5.736666666666667,5.906666666666666,0,0
4314,3.79,1,0,0,0,0,6.33,5.5,0,0
1585,3.2866666666666666,0,0,0,0,0,5.633333333333333,6.676666666666667,0,0
5214,4.303333333333334,0,0,0,0,0,6.133333333333334,6.636666666666667,3,0
2892,4.445,0,0,0,0,0,5.82,5.2700000000000005,1,1
4853,3.8000000000000003,0,0,0,0,0,5.8500000000000005,6.426666666666667,1,0
4713,3.375,0,0,0,0,0,5.075,5.85,0,0
2389,3.915,0,0,0,1,0,6.25,6.785,1,0
6845,3.48,0,0,0,0,0,5.17,5.14,0,0
3068,4.202857142857143,0,0,0,0,0,5.077142857142857,5.875714285714286,0,0
5700,3.8950000000000005,1,0,0,0,0,5.470000000000001,5.8,0,0
6230,3.6900000000000004,0,0,0,0,0,4.945,5.34,0,1
1022,2.9133333333333336,0,0,0,0,0,6.140000000000001,6.276666666666666,1,0
698,4.265,0,0,0,0,0,5.38,4.1525,0,0
5648,3.5479999999999996,0,0,0,1,0,5.822,5.936,0,0
1917,4.796666666666667,0,0,0,0,0,5.68,5.286666666666666,0,1
3939,5.36,1,0,0,0,0,5.92,8.0,1,0
5905,4.07,0,0,0,0,0,4.9399999999999995,5.705,0,0
6002,4.475,1,0,0,0,0,5.725,6.43,0,0
3047,4.906666666666667,0,0,0,0,0,6.423333333333333,6.413333333333334,1,0
861,3.33,0,0,0,0,0,6.08,6.135,0,0
7065,4.385,0,0,0,0,0,5.5600000000000005,4.075,0,0
741,4.235,0,0,0,0,0,5.595000000000001,6.505,0,0
6578,4.07,1,0,0,0,0,4.9399999999999995,5.705,0,0
5680,3.74,0,0,0,0,0,5.585,6.029999999999999,0,0
2399,3.7116666666666664,0,0,0,0,0,5.623333333333334,5.69,0,0
3900,3.8112500000000002,0,1,0,1,0,5.9037500000000005,6.14875,1,0
5874,4.87,1,0,0,0,0,6.59,7.55,1,0
4463,3.6199999999999997,0,0,0,0,0,6.210000000000001,6.260000000000001,0,0
7074,3.48,0,0,0,0,0,5.596666666666667,6.023333333333333,1,0
6599,4.3,0,0,0,0,0,4.74,4.68,0,0
1831,4.45,0,0,0,0,0,4.9399999999999995,5.42,0,0
1013,3.8225000000000002,0,0,0,0,0,5.3175,5.7725,0,0
4081,3.283333333333333,0,0,0,0,0,5.264444444444444,5.453333333333332,0,0
2843,3.8125,0,0,0,0,0,5.485,5.5,1,0
2105,3.7599999999999993,0,0,0,0,0,5.045999999999999,5.992,0,0
1704,3.5675,0,0,0,0,0,5.7825,5.98,0,0
776,4.45,1,0,0,0,0,5.995,6.835,0,0
805,3.686666666666667,1,0,0,1,0,6.113333333333333,5.993333333333333,0,0
3701,3.55,1,0,0,0,0,5.925,5.795,1,0
4451,4.307142857142857,1,0,0,0,0,4.985714285714286,5.061428571428571,0,0
1201,,0,0,0,0,0,,,0,0
4065,3.825,0,0,0,0,0,5.775,6.35,0,0
1103,4.905,0,0,0,0,0,4.365,4.725,0,0
7104,3.973333333333333,0,0,0,0,0,5.699999999999999,5.903333333333333,1,0
1632,4.03875,0,0,0,0,0,5.57,6.37875,2,0
941,3.79,0,0,0,0,0,5.3575,5.9350000000000005,0,0
371,3.4400000000000004,0,0,0,0,0,6.0649999999999995,5.9,0,0
6540,4.175,1,0,0,0,0,5.9350000000000005,6.535,0,1
4280,3.4899999999999998,1,0,0,0,0,5.326666666666666,5.903333333333333,0,0
1075,4.08,0,0,0,0,0,5.081999999999999,5.206,0,1
3326,4.1175,1,0,0,0,0,5.4025,4.1,1,1
1971,3.8,1,0,0,0,0,6.47,4.57,0,0
2298,4.630000000000001,1,0,0,0,0,5.805,6.880000000000001,1,0
4828,3.43,1,0,0,0,0,5.5,6.18,0,0
1317,4.51,0,0,0,0,0,5.695,6.43,0,0
2112,3.29,0,0,0,0,0,4.25,6.58,0,0
2030,4.53,1,0,0,0,0,5.655,5.095,1,0
5618,4.565,0,0,0,0,0,4.779999999999999,6.675,0,0
4625,3.453333333333333,1,0,0,0,0,6.0,5.633333333333333,0,0
6278,3.95,1,0,0,0,0,5.61,5.62,0,0
5371,4.176666666666667,0,0,0,0,0,5.248333333333334,5.155,0,1
6738,3.55,0,0,0,0,0,5.859999999999999,6.135,0,0
5775,4.26,1,0,0,0,0,6.535,6.85,0,0
4945,3.6839999999999997,1,0,0,0,0,5.456,5.779999999999999,0,0
5578,4.4,1,0,0,0,0,6.28,7.44,1,0
2776,3.43,0,0,0,0,0,5.5,6.18,0,0
6769,4.12,0,0,0,1,0,5.875,6.43,0,0
5881,3.91,0,0,0,0,0,5.5825,5.5625,0,0
2438,3.5566666666666666,0,0,0,0,0,5.646666666666667,6.073333333333333,0,0
5358,3.99,1,0,0,0,0,5.3100000000000005,6.32,0,0
2163,3.86,0,0,0,0,0,5.557499999999999,5.862500000000001,1,0
5471,3.6900000000000004,1,0,0,0,0,5.555,6.0175,0,0
1763,3.745,0,0,0,0,0,5.605,6.23,0,0
6601,3.85,0,0,0,0,0,5.896666666666666,6.263333333333333,2,0
3289,5.36,1,0,0,1,0,5.92,8.0,1,0
7140,4.86,0,0,0,1,0,5.33,6.32,0,0
4745,4.3999999999999995,0,0,0,0,0,5.94,6.816666666666666,0,0
977,3.475,1,0,0,0,0,5.609999999999999,6.02,0,0
179,3.106666666666667,0,0,0,0,0,5.896666666666666,6.333333333333333,0,0
5872,3.43,0,0,0,0,0,5.5,6.18,0,0
1879,4.305,1,0,0,0,0,5.915,6.5,0,0
5629,3.8225,0,0,0,1,0,5.8175,6.2775,0,0
3983,3.43,0,0,0,0,0,5.5,6.18,0,0
115,3.43,0,0,0,0,0,5.5,6.18,0,0
5101,4.172,0,0,0,0,0,6.298,6.548,1,0
5586,3.6239999999999997,0,0,0,0,0,5.180000000000001,5.956,0,0
3542,4.385,1,0,0,0,0,6.73,6.305,0,0
802,4.045,1,0,0,0,0,5.8149999999999995,6.220000000000001,1,0
4820,4.0725,0,0,0,1,0,5.0375,5.7025,0,0
4556,4.3,0,0,0,0,0,5.09,5.5,0,2
1564,3.5500000000000003,0,0,0,0,0,6.07,6.273333333333333,0,0
472,4.0875,1,0,0,0,0,5.300000000000001,5.715,0,0
6006,3.7016666666666667,0,0,0,1,0,5.578333333333333,6.425,1,0
1616,4.04,0,0,0,0,0,5.358333333333334,5.1033333333333335,0,2
1457,3.43,1,0,0,0,0,5.5,6.18,0,0
2567,4.376666666666667,1,0,0,0,0,5.196666666666666,5.04,1,0
1695,5.06,0,0,0,0,0,4.6,5.6000000000000005,0,0
3368,3.59,1,0,0,0,0,6.0649999999999995,6.875,1,0
4265,6.26,1,0,0,0,0,4.47,1.96,0,1
3023,4.09,0,0,0,0,0,5.983333333333333,6.4799999999999995,0,0
5219,3.55,0,0,0,0,0,5.575,6.135,0,0
3961,3.83,0,0,0,0,0,5.25,5.34,0,0
2740,3.67,0,0,0,1,0,6.1499999999999995,6.873333333333332,1,0
2188,3.7825,2,0,0,1,0,5.937499999999999,5.9825,0,0
6528,4.203333333333333,0,0,0,0,0,6.653333333333333,6.376666666666668,0,0
2561,3.8744444444444444,0,0,0,0,0,5.585555555555555,5.844444444444445,0,0
130,3.99,0,0,0,0,0,5.3100000000000005,6.32,0,0
6226,3.8466666666666662,0,0,0,0,0,5.346666666666667,5.763333333333333,0,0
3089,4.363333333333333,1,0,0,1,0,4.5633333333333335,4.59,0,1
3493,3.43,1,0,0,0,0,5.5,6.18,0,0
862,4.87,0,0,0,0,0,5.82,7.705,1,0
696,3.5700000000000003,0,0,0,0,0,6.073333333333333,6.12,0,0
782,3.43,2,0,0,0,0,5.5,6.18,0,0
1276,3.43,1,0,0,0,0,5.5,6.18,0,0
1979,4.215,0,0,0,0,0,5.325,5.91,1,0
2705,4.475,0,0,0,1,0,5.725,6.43,0,0
3811,3.483333333333333,1,0,0,0,0,5.669999999999999,6.3566666666666665,0,0
5032,3.776666666666667,1,0,0,0,0,5.576666666666667,5.673333333333333,1,0
6171,3.39,0,0,0,1,0,5.915,6.4275,1,0
442,3.735,0,0,0,0,0,4.9399999999999995,5.720000000000001,0,0
4549,3.9236363636363634,2,0,0,0,0,5.539090909090909,5.901818181818182,0,0
4796,3.79,0,0,0,0,0,5.8100000000000005,5.97,0,0
5509,4.075,0,0,0,0,0,5.725,6.525,2,0
3952,4.0925,0,0,0,0,0,6.5600000000000005,6.8375,2,0
117,4.5075,0,0,0,0,0,5.285,6.1499999999999995,0,1
6864,4.025,1,0,0,0,0,6.3,6.92,0,0
1159,4.0024999999999995,2,0,0,0,0,6.035,6.035,0,1
3546,4.050000000000001,1,0,0,0,0,6.195,7.085000000000001,1,0
4884,4.71,1,0,0,0,0,6.5,7.95,0,0
2828,4.665,0,0,0,0,0,5.88,6.985,1,0
2791,3.38,1,0,0,0,0,5.654999999999999,5.965,0,0
6700,3.43,0,0,0,0,0,5.5,6.18,0,0
1296,4.0275,3,0,0,1,0,5.8475,5.7275,0,0
831,3.425,1,0,0,0,0,5.385,6.08,0,0
145,3.643333333333333,1,0,0,0,0,5.813333333333333,5.463333333333334,0,0
5753,4.575714285714286,0,0,0,0,0,5.184285714285715,4.924285714285714,0,2
260,3.43,0,0,0,0,0,5.5,6.18,0,0
4123,3.9175,0,0,0,1,0,5.932499999999999,6.64,1,0
4369,3.5,0,0,0,0,0,5.8075,6.2025,0,0
2806,4.4,1,0,0,0,0,6.28,7.44,1,0
2454,3.7299999999999995,0,0,0,1,0,4.846,5.276000000000001,0,1
181,3.24,1,0,0,0,0,5.78,6.82,0,0
2382,3.43,1,0,0,0,0,5.5,6.18,0,0
4525,5.59,0,0,0,1,0,6.15,7.0600000000000005,0,0
5382,3.9520000000000004,0,0,0,0,0,5.595999999999999,6.496,1,0
6770,6.265,0,0,0,0,0,4.265,2.255,0,1
6605,4.381666666666667,1,0,0,0,0,5.405,6.2683333333333335,1,0
204,4.010000000000001,0,0,0,0,0,5.2325,5.3675,0,1
1291,4.481,0,0,0,0,0,5.372,5.792,3,2
6011,4.53,0,0,0,0,0,4.946666666666667,6.323333333333333,0,0
6189,3.475,0,0,0,0,0,5.970000000000001,6.4,0,0
1321,3.085,0,0,0,0,0,5.555,6.75,0,0
281,3.5933333333333333,0,0,0,1,0,5.4799999999999995,5.609999999999999,0,0
4148,3.7340000000000004,0,0,0,0,0,5.5,6.122,0,0
873,3.4659999999999997,0,0,0,1,0,5.968000000000001,6.364,0,0
4746,3.426666666666667,1,0,0,0,0,5.676666666666666,5.93,0,0
1923,4.3759999999999994,0,0,0,0,0,5.232,5.377999999999999,1,0
5405,5.45,1,0,0,0,0,2.56,3.22,0,1
70,4.173333333333333,0,0,0,0,0,5.756666666666667,6.1933333333333325,1,1
6428,3.5700000000000003,0,0,0,0,0,5.925,6.16,0,0
3848,3.912,0,0,0,0,0,4.76,5.4159999999999995,0,1
3230,4.266666666666667,0,0,0,0,0,5.273333333333333,6.3066666666666675,1,0
3042,5.5,0,0,0,0,0,5.82,7.47,0,0
6781,4.21,0,0,0,0,0,6.390000000000001,6.623333333333334,1,0
2125,3.67,0,0,0,0,0,5.75,5.8149999999999995,0,0
1393,3.7466666666666666,1,0,0,1,0,5.863333333333333,6.333333333333333,0,0
1176,4.765,0,0,0,0,0,5.855,4.77,0,1
3443,3.6839999999999997,1,0,0,0,0,5.7299999999999995,5.638,1,0
6074,4.225,1,0,0,0,0,6.025,6.205,0,0
5400,4.08,1,0,0,1,0,5.57,6.363333333333333,0,0
1579,3.43,1,0,0,0,0,5.5,6.18,0,0
4866,4.486,0,0,0,0,0,5.7170000000000005,6.013,1,0
7048,4.38,0,0,0,0,0,7.26,7.1,0,0
4015,3.65,1,0,0,0,0,6.13,6.145,0,0
6050,3.8520000000000003,0,0,0,0,0,5.715999999999999,5.632,0,0
1206,4.483333333333333,0,0,0,0,0,5.33,5.989999999999999,0,0
6746,4.26,0,0,0,0,0,5.758,5.484,0,0
4943,4.335714285714286,0,0,0,0,0,5.492857142857143,5.634285714285715,0,0
4863,3.3600000000000003,0,0,0,0,0,4.875,6.38,0,0
3794,4.555,0,0,0,0,0,4.405,4.0649999999999995,0,0
1860,4.45,1,0,0,0,0,5.8133333333333335,7.010000000000001,1,0
6221,3.7350000000000003,0,0,0,1,0,6.0649999999999995,6.525,0,0
64,4.550000000000001,1,0,0,0,0,5.763333333333333,7.0,1,0
3854,4.54,0,0,0,0,0,5.3100000000000005,5.8950000000000005,0,1
1452,3.7150000000000003,1,0,0,0,0,5.835,6.365,0,0
6690,3.975,1,0,0,0,0,5.45,5.494999999999999,0,0
3373,4.08,0,0,0,0,0,5.83,7.015,0,0
6644,4.425,0,0,0,0,0,5.46,6.53,0,0
5073,4.18,0,0,0,0,0,5.256666666666667,5.72,1,0
2410,4.7225,0,0,0,0,0,6.555,6.682499999999999,1,0
5150,4.485714285714286,0,0,0,0,0,5.614285714285715,6.618571428571428,1,0
1479,4.23,1,0,0,0,0,5.736666666666667,6.34,0,0
5545,4.01,1,0,0,0,0,4.805,5.135,0,0
2782,4.484,0,0,0,1,0,5.428,5.601999999999999,0,0
891,3.2840000000000003,0,0,0,0,0,5.496,6.332,0,0
1381,3.9899999999999998,0,0,0,0,0,6.186,6.816,1,0
2212,,1,0,0,0,0,,,1,0
3053,4.062,0,0,0,0,0,5.252,5.406000000000001,0,1
3073,3.8800000000000003,0,0,0,0,0,5.6925,6.055,0,0
26,3.555,0,0,0,1,0,5.345000000000001,6.529999999999999,0,0
3238,3.982857142857143,1,0,0,0,0,6.025714285714286,6.085714285714286,0,0
3269,3.48,0,0,0,0,0,5.984999999999999,6.5649999999999995,1,0
6474,3.457142857142857,0,0,0,0,0,5.871428571428572,6.591428571428572,1,0
1024,3.4975000000000005,0,0,0,0,0,5.8100000000000005,6.2275,0,0
895,3.52,1,0,0,0,0,5.72,5.86,0,0
506,3.48,0,0,0,0,0,5.62,5.49,0,0
2219,3.9675000000000002,1,0,0,0,0,6.2225,6.949999999999999,1,0
3066,3.785,0,0,0,1,0,5.25,6.455,0,0
5582,2.86,0,0,0,0,0,4.89,6.06,0,0
1302,3.763333333333333,1,0,0,1,0,5.601666666666667,5.713333333333334,1,0
1026,3.974,2,0,0,0,0,5.9879999999999995,6.476000000000001,0,0
5595,3.8975,0,0,0,0,0,5.4325,5.9625,0,0
6674,3.456666666666667,0,0,0,0,0,5.73,6.56,0,0
3816,3.1700000000000004,0,0,0,0,0,5.246666666666667,6.45,0,0
6177,3.785,0,0,0,0,0,6.075,6.84,1,0
6571,4.29,0,0,0,0,0,5.626666666666666,6.599999999999999,1,0
1073,3.5700000000000003,0,0,0,0,0,5.515000000000001,5.9399999999999995,0,0
2220,3.5533333333333332,0,0,0,0,0,5.949999999999999,5.87,1,0
613,3.766666666666667,2,0,0,0,0,5.463333333333334,6.239999999999999,1,0
2002,4.0325,0,0,0,0,0,5.805,6.1625,0,0
6712,3.7399999999999998,0,0,0,0,0,5.907500000000001,5.5225,1,0
6597,3.645,0,0,0,0,0,5.5600000000000005,5.78,0,0
2907,3.5433333333333334,1,0,0,0,0,5.640000000000001,6.109999999999999,0,0
4038,3.833333333333334,1,0,0,1,0,5.345555555555555,5.812222222222222,1,0
600,4.0633333333333335,2,0,0,0,0,5.558333333333334,6.011666666666667,0,0
4509,3.5100000000000002,0,0,0,0,0,5.9433333333333325,6.423333333333333,0,0
1910,3.36,0,0,0,0,0,5.6275,5.8425,0,0
4778,4.07,1,0,0,0,0,4.9399999999999995,5.705,0,0
4240,4.734999999999999,1,0,0,0,0,6.025,6.38,0,0
5827,3.605,0,0,0,0,0,5.9475,6.1175,0,0
3640,3.6950000000000003,0,0,0,1,0,5.672499999999999,6.0424999999999995,0,0
6819,3.43,1,0,0,0,0,5.5,6.18,0,0
2254,4.359999999999999,0,0,0,0,0,6.005,5.9624999999999995,1,0
7027,4.26,1,0,0,0,0,6.535,6.85,0,0
3612,3.545,0,0,0,0,0,5.435,5.83,0,0
5596,4.556666666666666,1,0,0,0,0,5.386666666666667,7.026666666666666,0,0
303,4.0175,1,1,0,0,0,5.6725,5.322500000000001,0,1
6495,3.5420000000000003,0,0,0,0,0,5.914,5.992,0,0
2498,4.042857142857143,0,0,0,0,0,5.1971428571428575,5.534285714285714,1,0
3663,3.8900000000000006,0,0,0,0,0,5.419999999999999,5.763333333333333,1,0
4388,3.5519999999999996,0,0,0,0,0,5.398000000000001,5.078,0,0
6977,3.415,0,0,0,0,0,6.275,5.33,0,0
2733,4.633333333333334,1,0,0,0,0,5.44,5.423333333333333,1,0
4575,4.17,0,0,0,0,0,4.989999999999999,5.543333333333333,0,0
1003,5.086666666666667,1,0,0,0,0,6.390000000000001,7.3933333333333335,1,0
3420,3.9074999999999998,0,0,0,0,0,5.654999999999999,5.6375,0,0
738,4.235,0,0,0,0,0,5.595000000000001,6.505,0,0
6185,3.796666666666667,0,0,0,0,0,5.260000000000001,5.646666666666667,0,0
6867,3.516666666666667,0,0,0,0,0,5.38,5.55,0,0
3635,4.38,0,0,0,0,0,7.26,7.1,0,0
4830,3.665,1,0,0,0,0,4.64,6.755,0,0
319,4.3966666666666665,1,0,0,0,0,5.226666666666667,5.3,0,0
